date_complete,annee,pays,zone,localite,activite,type_attaque,sexe,age,tranche_age,geocoded_query,latitude,longitude,geocode_status,geocode_source
1958-07-08,1958,KENYA,Coast Province,Port Kilindeni / Mombasa Harbor,Swimming,Unprovoked,M,21.0,20-29,"Port Kilindeni / Mombasa Harbor, Coast Province, KENYA",,,not_requested,Nominatim/OpenStreetMap
1958-10-05,1958,USA,Florida,"Baker's Haulover, Miami Beach",Inconnue,Unprovoked,M,60.0,60-69,"Baker's Haulover, Miami Beach, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-12-28,1958,TURKEY,Ahirkapi coast,Constantinople,Fishing,Watercraft,,,,"Constantinople, Ahirkapi coast, TURKEY",,,not_requested,Nominatim/OpenStreetMap
1958-07-01,1958,USA,Florida,"Sarasota, Sarasota County",Inconnue,Unprovoked,M,,,"Sarasota, Sarasota County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-02-19,1958,AUSTRALIA,New South Wales,,Spearfishing,Invalid,M,21.0,20-29,"New South Wales, AUSTRALIA",-32.1629594,147.0320469,geocoded,Nominatim/OpenStreetMap
1958-01-01,1958,PAPUA NEW GUINEA,Morobe Province,"Korem, Finschhafen","Fishing, holding fish",Unprovoked,M,,,"Korem, Finschhafen, Morobe Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-10-01,1958,PAPUA NEW GUINEA,West New Britain Province,"East Nakanai, Talasea",Collecting shells,Unprovoked,M,26.0,20-29,"East Nakanai, Talasea, West New Britain Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-12-27,1958,PAPUA NEW GUINEA,Madang Province,Taludig,Inconnue,Unprovoked,,,,"Taludig, Madang Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-01-01,1958,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",Inconnue,Unprovoked,,,,"Brooker Island , Calvados Chain, Louisiade Archipelago, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-12-23,1958,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,Unprovoked,M,14.0,10-19,"Melkbaai, False Bay, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1958-04-05,1958,SOUTH AFRICA,KwaZulu-Natal,Uvongo,Paddling in knee-deep water,Unprovoked,F,28.0,20-29,"Uvongo, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1958-07-04,1958,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,Sea Disaster,M,,,"600 miles northwest of Honolulu, Between Hawaii & Wake Island, PACIFIC OCEAN",,,not_requested,Nominatim/OpenStreetMap
1958-12-12,1958,AMERICAN SAMOA,Tutuila Island,Van Camp wharf,Cleaning hull of ship,Unprovoked,M,22.0,20-29,"Van Camp wharf, Tutuila Island, AMERICAN SAMOA",,,not_requested,Nominatim/OpenStreetMap
1958-11-05,1958,USA,California,"Pacific Beach, San Diego County",Fishing,Boat,,,,"Pacific Beach, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1958-07-02,1958,USA,Florida,"Siesta Key, Sarasota County",Free diving,Provoked,M,20.0,20-29,"Siesta Key, Sarasota County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-08-31,1958,MEXICO,Baja California,Ensenada,Boat stopped to repair electric pump,Boat,,,,"Ensenada, Baja California, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1958-04-03,1958,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming with goggles,Unprovoked,M,29.0,20-29,"Port Edward, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
,1958,TONGA,Vava'u,Hunga Island,Spearfishing,Provoked,M,,,"Hunga Island, Vava'u, TONGA",,,not_requested,Nominatim/OpenStreetMap
1958-01-27,1958,AUSTRALIA,New South Wales,5 miles south of Sussex Inlet at mouth of Berara Lake,Spearfishing / swimming on surface,Unprovoked,M,17.0,10-19,"5 miles south of Sussex Inlet at mouth of Berara Lake, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1958-11-23,1958,AUSTRALIA,Queensland,Surfer's Paradise,Swimming,Unprovoked,M,21.0,20-29,"Surfer's Paradise, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1958-01-01,1958,SAMOA,South Pacific Ocean,North of Northeast Samoa,Placed hand in disemboweled shark’s jaws,Provoked,,,,"North of Northeast Samoa, South Pacific Ocean, SAMOA",,,not_requested,Nominatim/OpenStreetMap
1958-10-01,1958,MEXICO,Guerrrero,Acapulco,Slapped shark on tail as it swam by,Provoked,M,,,"Acapulco, Guerrrero, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1958-06-24,1958,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Walking,Unprovoked,M,17.0,10-19,"Turtle Beach, Siesta Key, Sarasota County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-10-12,1958,USA,California,"Coronado Strand, San Diego County",Swimming near jetty,Unprovoked,M,15.0,10-19,"Coronado Strand, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1958-07-01,1958,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Maritzoan, east coast of Namatanai",Swimming,Unprovoked,M,38.0,30-39,"Maritzoan, east coast of Namatanai, New Ireland Province, Bismarck Archipelago, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-01-01,1958,PAPUA NEW GUINEA,West New Britain Province,"Bulu, Talasea",Spearfishing,Unprovoked,M,,,"Bulu, Talasea, West New Britain Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-04-19,1958,TAIWAN,Taipei Hsien,Off Cape of Pi-tou,Diving,Unprovoked,M,29.0,20-29,"Off Cape of Pi-tou, Taipei Hsien, TAIWAN",,,not_requested,Nominatim/OpenStreetMap
1958-08-01,1958,CROATIA,Primorje-Gorski Kotar County,Mošćenička Draga,Swimming,Unprovoked,F,,,"Mošćenička Draga, Primorje-Gorski Kotar County, CROATIA",,,not_requested,Nominatim/OpenStreetMap
1958-09-06,1958,BAHAMAS,Cat Cay,off yacht Serenade,Fishing,Unprovoked,M,42.0,40-49,"off yacht Serenade, Cat Cay, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
1958-07-27,1958,USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",Unprovoked,M,12.0,10-19,"9 miles north of Turtle Beach, Siesta Key, Sarasota County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-01-01,1958,PANAMA,Canal Zone,,Skindiving,Provoked,M,,,"Canal Zone, PANAMA",,,not_requested,Nominatim/OpenStreetMap
1958-01-09,1958,SOUTH AFRICA,KwaZulu-Natal,Scotburgh,Swimming,Unprovoked,M,,,"Scotburgh, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
,1958,SOUTH AFRICA,KwaZulu-Natal,MaKakatana River,"Fishing, walking in river to cast",Unprovoked,M,,,"MaKakatana River, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1958-01-09,1958,JAPAN,Ibaraki Prefecture,Mito,Inconnue,Invalid,M,50.0,50-59,"Mito, Ibaraki Prefecture, JAPAN",,,not_requested,Nominatim/OpenStreetMap
1958-07-27,1958,USA,Florida,"Longboat Key, Sarasota, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",Unprovoked,M,8.0,0-9,"Longboat Key, Sarasota, Sarasota County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-09-13,1958,ANDAMAN / NICOBAR ISLANDAS,,,Climbing up to ship after repairing the stern in water,Unprovoked,M,32.0,30-39,ANDAMAN / NICOBAR ISLANDAS,,,not_requested,Nominatim/OpenStreetMap
1958-09-01,1958,USA,New York,Staten Island,Spearfishing,Provoked,M,20.0,20-29,"Staten Island, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1958-11-14,1958,SOUTH AFRICA,Western Cape Province,False Bay,Fishing,Invalid,M,,,"False Bay, Western Cape Province, SOUTH AFRICA",-34.2270274,18.6554907,geocoded,Nominatim/OpenStreetMap
1958-07-04,1958,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,Sea Disaster,M,31.0,30-39,"600 miles northwest of Honolulu, Between Hawaii & Wake Island, PACIFIC OCEAN",,,not_requested,Nominatim/OpenStreetMap
1958-01-01,1958,PAPUA NEW GUINEA,West New Britain Province,"Kombe, Talasea",Spearfishing,Unprovoked,M,,,"Kombe, Talasea, West New Britain Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1958-01-19,1958,AUSTRALIA,New South Wales,Brunswick Heads,Body surfing,Unprovoked,M,14.0,10-19,"Brunswick Heads, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1958-07-01,1958,BAHAMAS,Abaco Islands,North of Walkers Cay,"Spearfishing, had fish on his spear",Unprovoked,M,36.0,30-39,"North of Walkers Cay, Abaco Islands, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
1958-06-17,1958,USA,Florida,Key Biscayne,"Swimming, towing the shark",Provoked,M,,,"Key Biscayne, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1958-06-02,1958,SOUTH AFRICA,KwaZulu-Natal,King Reef off Park Rynie,Spearfishing,Invalid,M,,,"King Reef off Park Rynie, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1959-08-15,1959,USA,Florida,"Panama City, Bay County",Spearfishing on Scuba,Unprovoked,M,26.0,20-29,"Panama City, Bay County, Florida, USA",30.1586518,-85.6602936,geocoded,Nominatim/OpenStreetMap
1959-11-09,1959,AUSTRALIA,Western Australia,Perth,"Spearfishing, shot shark, hauled it onto boat",Provoked,M,,,"Perth, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-10-07,1959,MOZAMBIQUE,Maputo Province,"Xefina Island, Bay of Maputo",Swimming,Unprovoked,M,,,"Xefina Island, Bay of Maputo, Maputo Province, MOZAMBIQUE",,,not_requested,Nominatim/OpenStreetMap
1959-01-01,1959,PAPUA NEW GUINEA,West New Britain Province,"Kalapiai, Kombe",Fishing,Unprovoked,M,,,"Kalapiai, Kombe, West New Britain Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1959-01-17,1959,AUSTRALIA,Tasmania,Safety Cove,In deep water about 100 yards from his ship,Unprovoked,M,22.0,20-29,"Safety Cove, Tasmania, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-09-01,1959,MEXICO,Guerrrero,Acapulco,Inconnue,Unprovoked,F,,,"Acapulco, Guerrrero, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1959-03-01,1959,USA,Florida,Miami,"On boat, preparing to dive",Watercraft,M,,,"Miami, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1959-12-28,1959,AUSTRALIA,New South Wales,"Leichardt, Sydney",Fishing,Watercraft,,50.0,50-59,"Leichardt, Sydney, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-01-01,1959,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Enuk Island, Kavieng",Inconnue,Unprovoked,M,,,"Enuk Island, Kavieng, New Ireland Province, Bismarck Archipelago, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1959-08-10,1959,USA,Georgia,"Savannah Beach, Savannah, Chatham County",Standing,Unprovoked,F,15.0,10-19,"Savannah Beach, Savannah, Chatham County, Georgia, USA",,,not_requested,Nominatim/OpenStreetMap
1959-08-15,1959,USA,Florida,"Panama City, Bay County",Diving,Invalid,M,21.0,20-29,"Panama City, Bay County, Florida, USA",30.1586518,-85.6602936,geocoded,Nominatim/OpenStreetMap
1959-12-19,1959,PHILIPPINES,Masbate,Balud,ship M.V. Rizal sank during typhoon,Sea Disaster,M,,,"Balud, Masbate, PHILIPPINES",,,not_requested,Nominatim/OpenStreetMap
1959-09-10,1959,INDIA,Orissa,Machhagan,Inconnue,Unprovoked,,,,"Machhagan, Orissa, INDIA",,,not_requested,Nominatim/OpenStreetMap
1959-02-27,1959,VENEZUELA,Nueva Esparta,Margarita Island,Fell into water while attempting to boat a swordfish,Unprovoked,M,,,"Margarita Island, Nueva Esparta, VENEZUELA",,,not_requested,Nominatim/OpenStreetMap
1959-01-01,1959,PAPUA NEW GUINEA,Morobe Province,,Fishing,Provoked,M,,,"Morobe Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1959-05-16,1959,USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County",Inconnue,Unprovoked,F,37.0,30-39,"Indian Rocks Beach, Clearwater, Pinellas County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1959-09-26,1959,USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort",Gigging for flounder,Watercraft,,,,"Albergotti Creek, near Air Station boat docks, Beaufort, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
1959-12-29,1959,AUSTRALIA,Queensland,Scotts Point Beach,Paddling,Watercraft,,,,"Scotts Point Beach, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-09-02,1959,USA,New York,"Oak Beach, Fire Inlet",On inflatable raft,Invalid,M,,,"Oak Beach, Fire Inlet, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1959-04-09,1959,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Fishing,Unprovoked,M,,,"Port Elizabeth, Eastern Cape Province, SOUTH AFRICA",-33.9618598,25.6186731,geocoded,Nominatim/OpenStreetMap
1959-11-16,1959,USA,Louisiana,120 miles southeast of New Orleans,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,Invalid,,,,"120 miles southeast of New Orleans, Louisiana, USA",,,not_requested,Nominatim/OpenStreetMap
1959-10-05,1959,PAPUA NEW GUINEA,Madang,Taludig,Inconnue,Unprovoked,,,,"Taludig, Madang, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
,1959,USA,California,"Between False Klamath & mouth of Klamath River, Del Norte County",Pulling hooked salmon to boat,Watercraft,,,,"Between False Klamath & mouth of Klamath River, Del Norte County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-09-26,1959,USA,Florida,"Off Port Everglades, Broward County","Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",Sea Disaster,M,30.0,30-39,"Off Port Everglades, Broward County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1959-01-31,1959,AUSTRALIA,Western Australia,South Perth,Working prawn net,Unprovoked,M,20.0,20-29,"South Perth, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-01-17,1959,AUSTRALIA,Queensland,Alexandra Headland near Mooloolaba,"Surfing, but treading water",Unprovoked,M,17.0,10-19,"Alexandra Headland near Mooloolaba, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-08-13,1959,USA,California,"LaJolla, San Diego County","Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ide’s speargun & he shot it in the mouth",Provoked,M,32.0,30-39,"LaJolla, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-11-10,1959,USA,California,"Near Paradise Cove, Malibu, Los Angeles County",Swimming at surface through school of feeding 2.5' to 5’ sharks,Unprovoked,M,21.0,20-29,"Near Paradise Cove, Malibu, Los Angeles County, California, USA",,,not_requested,Nominatim/OpenStreetMap
,1959,ITALY,Tuscany,"Cala del Corvo, Isola del Giglio",Scuba diving,Invalid,M,34.0,30-39,"Cala del Corvo, Isola del Giglio, Tuscany, ITALY",,,not_requested,Nominatim/OpenStreetMap
1959-02-02,1959,SOLOMON ISLANDS,Guadalcanal Province,"Trench’s Beach, Guadalcanal Island",Bathing with sister,Unprovoked,M,15.0,10-19,"Trench’s Beach, Guadalcanal Island, Guadalcanal Province, SOLOMON ISLANDS",,,not_requested,Nominatim/OpenStreetMap
1959-01-01,1959,PAPUA NEW GUINEA,West New Britain Province,"Poi, Kombe Talasea",Spear fishing,Unprovoked,M,,,"Poi, Kombe Talasea, West New Britain Province, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1959-02-01,1959,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Treading water,Unprovoked,M,14.0,10-19,"Port Shepstone, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1959-06-14,1959,MEXICO,Guyamas,San Pedro Nolasco Island,Swimming ashore from capsized boat,Unprovoked,M,,,"San Pedro Nolasco Island, Guyamas, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1959-07-25,1959,USA,California,"Mission Beach, San Diego County",Inconnue,Watercraft,,21.0,20-29,"Mission Beach, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-01-01,1959,AUSTRALIA,Tasmania,Badger Head,Spearfishing / free diving,Unprovoked,M,,,"Badger Head, Tasmania, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-04-11,1959,AUSTRALIA,Torres Strait,"Coconut Island , 100 miles east of Thursday Island",Diving for pearl shell,Unprovoked,M,43.0,40-49,"Coconut Island , 100 miles east of Thursday Island, Torres Strait, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-06-14,1959,USA,California,"La Jolla, San Diego County",Free diving for abalone,Unprovoked,M,33.0,30-39,"La Jolla, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-01-01,1959,ATLANTIC OCEAN,,,Paddling & sailing from Buenos Aires to Miami,Provoked,M,,,ATLANTIC OCEAN,13.581921,-38.320312,geocoded,Nominatim/OpenStreetMap
1959-09-27,1959,BERMUDA,Hamilton,Astwood's Cove,Inconnue,Invalid,F,29.0,20-29,"Astwood's Cove, Hamilton, BERMUDA",,,not_requested,Nominatim/OpenStreetMap
1959-01-25,1959,AUSTRALIA,Tasmania,"Whale Bay, King Island, Bass Strait",Swimming with motor tube,Unprovoked,M,16.0,10-19,"Whale Bay, King Island, Bass Strait, Tasmania, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-11-22,1959,AUSTRALIA,Queensland,"Surfer's Paradise, Northcliffe",Trailing the field in a surf race,Unprovoked,M,19.0,10-19,"Surfer's Paradise, Northcliffe, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-08-25,1959,JAPAN,Hokkaido Prefecture,"Okushiri Island, Hiyama Subprefecture",Inconnue,Invalid,M,14.0,10-19,"Okushiri Island, Hiyama Subprefecture, Hokkaido Prefecture, JAPAN",,,not_requested,Nominatim/OpenStreetMap
1959-10-02,1959,FIJI,Lomaiviti Province,"Levuka, Ovalau Island",Dived overboard to retrieve dinghy,Unprovoked,M,,,"Levuka, Ovalau Island, Lomaiviti Province, FIJI",,,not_requested,Nominatim/OpenStreetMap
1959-08-31,1959,AZORES,,Sao Miguel,Fishing,Watercraft,,,,"Sao Miguel, AZORES",,,not_requested,Nominatim/OpenStreetMap
1959-08-14,1959,USA,South Carolina,Charleston,Fishing,Provoked,M,,,"Charleston, South Carolina, USA",32.7884363,-79.9399309,geocoded,Nominatim/OpenStreetMap
1959-07-01,1959,MEXICO,Quintana Roo,Chinchorro Banks,Wading,Unprovoked,M,,,"Chinchorro Banks, Quintana Roo, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1959-07-03,1959,CARIBBEAN SEA,PANAMA,"Off Cristobal, 200 miles northeast of the entrance to the Panama Canal",Columbian petrol barge Rio Atrato burned and sank,Sea Disaster,,27.0,20-29,"Off Cristobal, 200 miles northeast of the entrance to the Panama Canal, PANAMA, CARIBBEAN SEA",,,not_requested,Nominatim/OpenStreetMap
1959-07-23,1959,USA,California,"Venice Beach, Los Angeles County",Dragging stranded shark ashore,Provoked,M,,,"Venice Beach, Los Angeles County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-07-23,1959,USA,California,"Off La Jolla Cove, San Diego County",Fishing,Watercraft,,,,"Off La Jolla Cove, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-09-30,1959,PHILIPPINES,Leyte Island,Luang Dulag,Swimming,Unprovoked,M,28.0,20-29,"Luang Dulag, Leyte Island, PHILIPPINES",,,not_requested,Nominatim/OpenStreetMap
1959-12-03,1959,NEW ZEALAND,North Island,Moko Hinau,Fishing for snapper,Watercraft,M,,,"Moko Hinau, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1959-06-13,1959,USA,California,"Dillon Beach, Marin County",Swimming,Invalid,,,,"Dillon Beach, Marin County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-12-11,1959,AUSTRALIA,Victoria,"Altona, Melbourne","Spearfishing, Smith  & Walker touched shark with tip of their guns",Provoked,M,17.0,10-19,"Altona, Melbourne, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-02-16,1959,PAPUA NEW GUINEA,Kikori River mouth,"Ururumba, mouth of Kikori River 7.45S, 144.40E",Fishing,Provoked,M,,,"Ururumba, mouth of Kikori River 7.45S, 144.40E, Kikori River mouth, PAPUA NEW GUINEA",,,not_requested,Nominatim/OpenStreetMap
1959-08-12,1959,CROATIA,Istria,Pula,Fishing,Provoked,M,,,"Pula, Istria, CROATIA",,,not_requested,Nominatim/OpenStreetMap
1959-03-08,1959,PHILIPPINES,Mindanao,"Mouth of Langoyan River, Davao City",Lifeboat capsized,Unprovoked,M,20.0,20-29,"Mouth of Langoyan River, Davao City, Mindanao, PHILIPPINES",,,not_requested,Nominatim/OpenStreetMap
1959-04-09,1959,USA,Hawaii,"Hilo, off Kaua'i",Fishing,Unprovoked,M,,,"Hilo, off Kaua'i, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
1959-06-26,1959,TURKEY,Mersin Province,Off Mezitli,Inconnue,Unprovoked,M,,,"Off Mezitli, Mersin Province, TURKEY",,,not_requested,Nominatim/OpenStreetMap
1959-01-02,1959,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Swimming ashore from fishing boat swamped and sunk by a squall,Unprovoked,M,33.0,30-39,"Off Inhaca Island, Maputo Province, MOZAMBIQUE",,,not_requested,Nominatim/OpenStreetMap
1959-01-15,1959,SOUTH AFRICA,Western Cape Province,Melkbaai,Swimming,Unprovoked,M,18.0,10-19,"Melkbaai, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1959-05-07,1959,USA,California,"Baker Beach, San Francisco County",Treading water,Unprovoked,M,18.0,10-19,"Baker Beach, San Francisco County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-07-30,1959,USA,California,"In kelp beds off La Jolla, San Diego County",Pulling anchor,Provoked,,,,"In kelp beds off La Jolla, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-10-01,1959,FIJI,Kadavu,Great Astrolabe Reef,Spearfishing,Unprovoked,M,36.0,30-39,"Great Astrolabe Reef, Kadavu, FIJI",,,not_requested,Nominatim/OpenStreetMap
,1959,SOUTH KOREA,South Chungcheong Province,"36º17'N,  126º31'E",Swimming,Unprovoked,M,,,"36º17'N,  126º31'E, South Chungcheong Province, SOUTH KOREA",,,not_requested,Nominatim/OpenStreetMap
1959-08-11,1959,JAPAN,Wakayama Prefecture,"Isonoura Beach, Wakayama City",Swimming,Unprovoked,M,13.0,10-19,"Isonoura Beach, Wakayama City, Wakayama Prefecture, JAPAN",,,not_requested,Nominatim/OpenStreetMap
1959-03-29,1959,USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County",Swimming,Unprovoked,M,13.0,10-19,"Vaca Cut Channel & bridge under Marathon, Monroe County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1959-01-27,1959,ECUADOR,Galapagos Islands,Crewing on  the tuna clipper Mary Barbara,Washed overboard into school of fish,Unprovoked,M,57.0,50-59,"Crewing on  the tuna clipper Mary Barbara, Galapagos Islands, ECUADOR",,,not_requested,Nominatim/OpenStreetMap
1959-12-19,1959,AUSTRALIA,Queensland,"Off Wynnum in Moreton Bay, near Brisbane",Dived from dinghy to retrieve oar in heavy seas,Unprovoked,M,29.0,20-29,"Off Wynnum in Moreton Bay, near Brisbane, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-11-12,1959,AUSTRALIA,South Australia,Near Port Vincent,Shark fishing,Provoked,,,,"Near Port Vincent, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
,1959,NORTH ATLANTIC OCEAN,In the Gulf Stream,Between Bimini & Miami,Inconnue,Boat,,,,"Between Bimini & Miami, In the Gulf Stream, NORTH ATLANTIC OCEAN",,,not_requested,Nominatim/OpenStreetMap
1959-02-28,1959,AUSTRALIA,Victoria,Port Phillip Bay,Fishing for snapper,Watercraft,M,,,"Port Phillip Bay, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-05-01,1959,MID ATLANTIC OCEAN,Between England & South Africa,,Jumped overboard to rescue a man,Unprovoked,M,,,"Between England & South Africa, MID ATLANTIC OCEAN",,,not_requested,Nominatim/OpenStreetMap
1959-08-20,1959,PHILIPPINES,North Palawan,Cabuli Island,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,Invalid,M,10.0,10-19,"Cabuli Island, North Palawan, PHILIPPINES",,,not_requested,Nominatim/OpenStreetMap
1959-04-05,1959,AUSTRALIA,New South Wales,Thirroul,Spearfishing,Unprovoked,M,,,"Thirroul, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-04-27,1959,AUSTRALIA,New South Wales,Maroubra Bay,Spearfishing,Invalid,M,22.0,20-29,"Maroubra Bay, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1959-10-04,1959,USA,California,"Bodega Rock, Sonoma County",Diving for abalone,Unprovoked,M,30.0,30-39,"Bodega Rock, Sonoma County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-07-28,1959,USA,California,"Alligator Head, La Jolla, San Diego County",Spearfishing (but on surface),Unprovoked,M,25.0,20-29,"Alligator Head, La Jolla, San Diego County, California, USA",,,not_requested,Nominatim/OpenStreetMap
1959-08-14,1959,PHILIPPINES,Queaon,Between Unisan & Angadanan Islands,Fishing boat capsized,Sea Disaster,,,,"Between Unisan & Angadanan Islands, Queaon, PHILIPPINES",,,not_requested,Nominatim/OpenStreetMap
1959-05-03,1959,USA,Florida,"Panama City, Bay County",Spearfishing,Unprovoked,M,19.0,10-19,"Panama City, Bay County, Florida, USA",30.1586518,-85.6602936,geocoded,Nominatim/OpenStreetMap
1959-12-01,1959,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,,17 Maldivians adrift in open boat for 31 days,Sea Disaster,F,3.0,0-9,"400 miles southeast of Sri Lanka, MALDIVE ISLANDS",,,not_requested,Nominatim/OpenStreetMap
1959-08-05,1959,USA,California,"Hermosa Beach, Los Angeles County",Wading,Invalid,M,,,"Hermosa Beach, Los Angeles County, California, USA",,,not_requested,Nominatim/OpenStreetMap
